       78.059525       78.003006        0.056519
       68.238457       68.458618       -0.220161
       65.762444       65.807999       -0.045555
       57.459057       57.743900       -0.284843
       59.905594       59.949467       -0.043873
       63.263039       63.442570       -0.179531
       73.549454       73.441490        0.107964
       67.023033       66.706024        0.317009
       60.515434       60.510765        0.004669
       68.862106       68.545235        0.316872
       65.588753       65.307930        0.280823
       59.579018       59.782085       -0.203068
       56.232189       56.361324       -0.129135
       66.461639       66.533279       -0.071640
       58.276188       58.101604        0.174583
       64.456902       64.661659       -0.204758
       65.929642       65.854469        0.075172
       51.187523       51.056210        0.131313
       73.357124       73.197189        0.159935
       70.494766       70.222504        0.272263
       74.764786       74.766357       -0.001572
       72.334175       72.274689        0.059486
       69.457024       69.249184        0.207840
       62.202934       62.631718       -0.428783
       64.218765       63.108875        1.109890
       66.755630       66.385689        0.369942
       66.827309       66.788071        0.039238
       75.032532       74.686363        0.346169
       79.732956       79.585770        0.147186
       70.905563       70.857368        0.048195
       60.490040       60.776886       -0.286846
       74.588631       74.222328        0.366302
       67.351448       67.104271        0.247177
       55.328484       55.345535       -0.017052
       60.071247       59.742149        0.329098
       68.493126       68.192459        0.300667
       68.896355       68.791161        0.105194
       64.087570       63.947666        0.139904
       49.190044       49.049854        0.140190
       63.693710       63.771214       -0.077503
       66.259125       66.379883       -0.120758
       60.696541       60.615650        0.080891
       67.249306       67.077286        0.172020
       74.136368       74.397011       -0.260643
       73.767593       73.718941        0.048653
       67.026955       67.641266       -0.614311
       67.553955       67.362770        0.191185
       58.041386       58.200676       -0.159290
       66.171188       66.246475       -0.075287
       67.289574       67.895081       -0.605507
       74.524155       74.235428        0.288727
       61.942719       61.990391       -0.047672
       50.909412       50.973835       -0.064423
       55.383343       55.455345       -0.072002
       69.623466       69.803047       -0.179581
       71.199005       71.255653       -0.056648
       61.895641       61.941467       -0.045826
       74.085526       73.787956        0.297569
       43.738953       43.750687       -0.011734
       60.648350       60.809639       -0.161289
       73.934349       73.819847        0.114502
       63.541130       63.480225        0.060905
       65.516563       65.259727        0.256836
       62.213364       61.874111        0.339252
       59.291813       59.398960       -0.107147
       59.753456       59.919666       -0.166210
       66.236237       65.884521        0.351715
       63.591171       63.715122       -0.123951
       63.178116       63.091213        0.086903
       58.706303       58.304657        0.401646
       53.112968       53.050053        0.062916
       67.019936       66.923103        0.096832
       52.894375       53.168690       -0.274315
       68.654617       68.656548       -0.001930
       67.554420       67.545273        0.009148
       57.473186       58.142132       -0.668945
       66.011894       66.152840       -0.140945
       80.060310       79.917351        0.142960
       68.318932       67.842926        0.476006
       60.664146       61.151390       -0.487244
       65.136642       65.510681       -0.374039
       55.477962       55.538410       -0.060448
       53.122650       53.116039        0.006611
       59.692688       59.684784        0.007904
       55.407944       55.379436        0.028507
       59.266682       59.261749        0.004932
       62.762539       63.049366       -0.286827
       79.624153       79.521423        0.102730
       54.776127       54.588276        0.187851
       73.578827       73.773148       -0.194321
       72.404663       71.986000        0.418663
       67.851768       68.173630       -0.321861
       61.336319       61.384235       -0.047916
       66.366417       66.925224       -0.558807
       65.072556       65.463852       -0.391296
       69.084236       69.218933       -0.134697
       70.416313       70.105232        0.311081
       68.785263       68.469498        0.315765
       72.746231       72.571899        0.174332
       69.614517       69.461815        0.152702
       66.206734       66.433884       -0.227150
       63.014633       62.938465        0.076168
       74.066887       74.120743       -0.053856
       63.154247       63.206902       -0.052654
       54.795769       54.871956       -0.076187
       55.985874       56.185692       -0.199818
       51.093746       50.852036        0.241711
       72.321426       72.086151        0.235275
       73.521133       73.732674       -0.211540
       63.213585       63.179043        0.034542
       48.328468       48.333527       -0.005058
       56.395992       56.288147        0.107845
       59.565643       59.670551       -0.104908
       62.765930       63.494823       -0.728893
       55.471256       55.568890       -0.097633
       64.227615       63.923702        0.303913
       68.050835       68.021484        0.029350
       60.786060       60.757332        0.028728
       69.539948       69.345825        0.194122
