       78.059525       77.925735        0.133789
       68.238457       68.259911       -0.021454
       65.762444       65.910751       -0.148308
       57.459057       57.511169       -0.052113
       59.905594       60.499260       -0.593666
       63.263039       63.793945       -0.530907
       73.549454       73.308952        0.240501
       67.023033       67.122841       -0.099808
       60.515434       60.560211       -0.044777
       68.862106       68.795387        0.066719
       65.588753       65.567184        0.021568
       59.579018       60.066238       -0.487221
       56.232189       56.144070        0.088120
       66.461639       67.119186       -0.657547
       58.276188       58.284950       -0.008762
       64.456902       64.314949        0.141953
       65.929642       66.031326       -0.101685
       51.187523       51.925072       -0.737549
       73.357124       73.358315       -0.001190
       70.494766       71.356316       -0.861549
       74.764786       74.715233        0.049553
       72.334175       72.233101        0.101074
       69.457024       69.503670       -0.046646
       62.202934       62.804161       -0.601227
       64.218765       64.403709       -0.184944
       66.755630       66.735916        0.019714
       66.827309       67.030762       -0.203453
       75.032532       75.279015       -0.246483
       79.732956       79.673943        0.059013
       70.905563       70.916260       -0.010696
       60.490040       60.774673       -0.284634
       74.588631       74.795860       -0.207230
       67.351448       67.596268       -0.244820
       55.328484       55.848648       -0.520164
       60.071247       60.538628       -0.467381
       68.493126       68.417213        0.075912
       68.896355       69.113670       -0.217316
       64.087570       64.339188       -0.251617
       49.190044       49.556534       -0.366489
       63.693710       63.851074       -0.157364
       66.259125       66.774757       -0.515633
       60.696541       60.933434       -0.236893
       67.249306       67.337936       -0.088631
       74.136368       74.395897       -0.259529
       73.767593       73.888802       -0.121208
       67.026955       67.285278       -0.258324
       67.553955       67.900810       -0.346855
       58.041386       58.406094       -0.364708
       66.171188       66.599869       -0.428680
       67.289574       67.535240       -0.245667
       74.524155       74.233505        0.290649
       61.942719       62.036484       -0.093765
       50.909412       50.987656       -0.078243
       55.383343       55.999287       -0.615944
       69.623466       69.779930       -0.156464
       71.199005       71.096626        0.102379
       61.895641       62.202034       -0.306393
       74.085526       74.084274        0.001251
       43.738953       43.602524        0.136429
       60.648350       61.241661       -0.593311
       73.934349       74.007996       -0.073647
       63.541130       63.770256       -0.229126
       65.516563       65.964699       -0.448135
       62.213364       62.509338       -0.295975
       59.291813       60.080307       -0.788494
       59.753456       59.920021       -0.166565
       66.236237       66.471069       -0.234833
       63.591171       63.764198       -0.173027
       63.178116       64.063507       -0.885391
       58.706303       59.105652       -0.399349
       53.112968       53.828545       -0.715576
       67.019936       67.467361       -0.447426
       52.894375       53.851822       -0.957447
       68.654617       68.447594        0.207024
       67.554420       67.448265        0.106155
       57.473186       57.708645       -0.235458
       66.011894       65.954765        0.057129
       80.060310       79.778389        0.281921
       68.318932       68.222298        0.096634
       60.664146       61.197800       -0.533653
       65.136642       64.923401        0.213242
       55.477962       55.870918       -0.392956
       53.122650       53.179626       -0.056976
       59.692688       60.077759       -0.385071
       55.407944       55.812263       -0.404320
       59.266682       60.118172       -0.851490
       62.762539       63.005363       -0.242825
       79.624153       79.582642        0.041512
       54.776127       54.626030        0.150097
       73.578827       73.829811       -0.250984
       72.404663       72.639122       -0.234459
       67.851768       67.878456       -0.026688
       61.336319       61.477898       -0.141579
       66.366417       66.748756       -0.382339
       65.072556       65.514557       -0.442001
       69.084236       69.231071       -0.146835
       70.416313       70.154404        0.261909
       68.785263       68.751213        0.034050
       72.746231       72.941490       -0.195259
       69.614517       69.630562       -0.016045
       66.206734       66.354164       -0.147430
       63.014633       63.280754       -0.266121
       74.066887       73.961784        0.105103
       63.154247       63.367020       -0.212772
       54.795769       55.325996       -0.530228
       55.985874       56.569485       -0.583611
       51.093746       51.562080       -0.468334
       72.321426       72.343010       -0.021584
       73.521133       73.786194       -0.265060
       63.213585       63.375275       -0.161690
       48.328468       48.503326       -0.174858
       56.395992       56.755936       -0.359943
       59.565643       60.142273       -0.576630
       62.765930       62.945831       -0.179901
       55.471256       56.086029       -0.614773
       64.227615       64.031059        0.196556
       68.050835       68.433067       -0.382233
       60.786060       61.229149       -0.443089
       69.539948       69.573883       -0.033936
